thread_id,status,detail,thread_start_time
4260437794,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-03-29 07:43:30.477000+00:00
4383582558,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-04-18 14:47:07.055000+00:00
4479635200,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-05-03 20:23:27.895000+00:00
4534343549,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-05-12 13:24:56.322000+00:00
4579616290,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-05-19 17:23:11.566000+00:00
4832666381,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-06-25 21:08:27.797000+00:00
4895792545,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-07-05 18:15:50.145000+00:00
4974977682,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-07-17 12:57:38.210000+00:00
5009155346,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-07-21 21:16:33.841000+00:00
5079742103,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-08-01 21:25:25.543000+00:00
5116715872,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-08-07 10:42:19.929000+00:00
5124855692,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-08-08 11:09:36.900000+00:00
5151922068,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-08-11 17:18:53.467000+00:00
5196628736,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-08-17 11:45:41.891000+00:00
5202427020,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-08-18 03:14:37.941000+00:00
5224710823,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-08-22 13:15:39.641000+00:00
5309604251,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-09-03 09:55:01.832000+00:00
5415869031,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-09-19 07:52:49.144000+00:00
5433973118,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-09-21 11:39:48.569000+00:00
5473791884,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-09-27 13:36:15.614000+00:00
5738756435,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-10-31 12:50:00.902000+00:00
5812798373,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-11-09 22:07:40.775000+00:00
5878283090,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-11-19 18:59:06.663000+00:00
6091249223,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-12-16 00:30:52.972000+00:00
6172558356,answer_not_found,question found but answer is low-signal greeting (hi/hello),2023-12-29 16:09:10.474000+00:00
6379067715,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-01-29 09:42:51.259000+00:00
6512406314,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-02-14 06:57:46.660000+00:00
6639287134,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-03-01 13:13:09.557000+00:00
6659555102,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-03-04 19:12:49.558000+00:00
6820998467,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-03-28 12:02:45.075000+00:00
6900730788,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-04-09 09:05:28.089000+00:00
6918171306,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-04-11 05:58:58.760000+00:00
7045809571,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-04-30 12:56:28.876000+00:00
7184896910,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-05-20 12:01:26.611000+00:00
7259010214,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-05-30 15:59:20.622000+00:00
7646054948,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-07-28 18:10:35.045000+00:00
7782854224,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-08-16 16:38:25.440000+00:00
7822251098,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-08-21 17:10:50.804000+00:00
8009453224,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-09-17 23:56:51.202000+00:00
8036699000,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-09-20 17:27:59.181000+00:00
8106381672,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-10-01 14:20:57.368000+00:00
8164513087,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-10-10 05:16:12.031000+00:00
8168245020,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-10-10 16:24:27.057000+00:00
8383259776,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-11-18 08:53:30.951000+00:00
8413172888,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-11-25 06:41:14.340000+00:00
8465352014,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-12-06 10:05:32.877000+00:00
8493471389,answer_not_found,question found but answer is low-signal greeting (hi/hello),2024-12-12 13:35:48.437000+00:00
8572895819,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-01-03 11:29:58.804000+00:00
8634203779,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-01-17 10:24:03.248000+00:00
8719848294,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-02-05 17:13:03.465000+00:00
8790683528,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-02-21 13:04:29.206000+00:00
8849899851,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-03-07 09:45:29.274000+00:00
8942636405,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-03-27 12:51:51.153000+00:00
8993062409,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-04-07 10:28:17.678000+00:00
9107558969,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-05-02 18:51:04.360000+00:00
9181753715,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-05-21 09:20:42.071000+00:00
9258641757,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-06-06 18:14:56.607000+00:00
9407520833,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-07-13 10:31:23.717000+00:00
9435918223,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-07-18 05:01:07.919000+00:00
9708186175,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-09-17 21:31:42.234000+00:00
9828993587,answer_not_found,question found but answer is low-signal greeting (hi/hello),2025-10-14 17:26:23.975000+00:00
